make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
Mercedes-Benz,G-Class,"4dr SUV",2016,416,119900,3.47
Audi,R8,Coupe,2014,525,151200,3.47
Audi,R8,Coupe,2014,430,124000,3.47
Maserati,Quattroporte,Sedan,2017,404,116000,3.48
Maserati,Quattroporte,Sedan,2017,404,116000,3.48
"Aston Martin","V8 Vantage",Coupe,2015,430,123695,3.48
"Aston Martin","V8 Vantage",Convertible,2016,430,123500,3.48
Mercedes-Benz,CL-Class,Coupe,2013,536,153000,3.5
Audi,A7,Sedan,2015,240,68300,3.51
"Land Rover","Range Rover","4dr SUV",2016,510,144995,3.52
Mercedes-Benz,S-Class,Coupe,2016,577,163150,3.54
Mercedes-Benz,CL-Class,Coupe,2012,536,151500,3.54
Mercedes-Benz,E-Class,Sedan,2016,195,55150,3.54
Mercedes-Benz,E-Class,Sedan,2016,195,55150,3.54
Porsche,911,Convertible,2016,350,98500,3.55
"Land Rover","Range Rover Sport","4dr SUV",2016,254,71450,3.55
"Aston Martin","V8 Vantage",Coupe,2016,430,121295,3.55
Porsche,911,Coupe,2015,430,120900,3.56
Porsche,911,Coupe,2016,430,120900,3.56
Audi,A3,Sedan,2016,150,42050,3.57
Porsche,Cayenne,"4dr SUV",2017,570,159600,3.57
"Land Rover","Range Rover","4dr SUV",2015,340,95195,3.57
"Land Rover","Range Rover","4dr SUV",2015,510,142995,3.57
BMW,"6 Series",Convertible,2017,315,88100,3.58
BMW,"6 Series",Convertible,2016,315,87800,3.59
Mercedes-Benz,E-Class,Sedan,2015,195,54300,3.59
Mercedes-Benz,E-Class,Sedan,2015,195,54300,3.59
Maserati,Quattroporte,Sedan,2017,523,145500,3.59
Maserati,Quattroporte,Sedan,2017,523,145500,3.59
"Land Rover","Range Rover","4dr SUV",2014,510,142100,3.59
"Land Rover","Range Rover","4dr SUV",2014,510,142100,3.59
Mercedes-Benz,S-Class,Coupe,2015,577,160900,3.59
Maserati,GranTurismo,Coupe,2014,454,126500,3.59
Lexus,"LX 470","4dr SUV",2005,235,65225,3.6
"Alfa Romeo",4C,Convertible,2016,237,65900,3.6
"Aston Martin","V8 Vantage",Coupe,2014,420,116700,3.6
Porsche,911,Convertible,2015,400,110800,3.61
Porsche,911,Convertible,2016,400,110800,3.61
Porsche,Cayenne,"4dr SUV",2016,570,157300,3.62
Porsche,911,Convertible,2017,420,115700,3.63
Audi,A8,Sedan,2016,500,137900,3.63
"Aston Martin","V8 Vantage",Convertible,2015,430,118400,3.63
Lotus,Exige,Coupe,2011,257,70750,3.63
Lexus,"LS 600h L",Sedan,2015,438,120440,3.64
Lexus,"LS 600h L",Sedan,2016,438,120440,3.64
"Aston Martin","V8 Vantage",Coupe,2015,430,117995,3.64
BMW,"6 Series",Convertible,2015,315,86600,3.64
Porsche,911,Convertible,2015,350,96200,3.64
Porsche,911,Coupe,2015,475,130400,3.64
Porsche,911,Convertible,2016,350,96200,3.64
Porsche,911,Coupe,2016,475,130400,3.64
Porsche,911,Convertible,2017,370,101700,3.64
"Land Rover","Range Rover","4dr SUV",2016,510,139995,3.64
"Aston Martin","V8 Vantage",Convertible,2016,430,117800,3.65
Lotus,Elise,Convertible,2011,189,51845,3.65
Lotus,Exige,Coupe,2009,240,65690,3.65
Lotus,Exige,Coupe,2010,240,65690,3.65
Lotus,Exige,Coupe,2011,240,65690,3.65
Lexus,"LS 600h L",Sedan,2014,438,120060,3.65
Audi,A3,Sedan,2015,150,41050,3.65
Toyota,"Prius Prime","4dr Hatchback",2017,121,33100,3.66
Audi,Q7,"4dr SUV",2015,240,65400,3.67
Ford,GT,Coupe,2005,550,149995,3.67
Ford,GT,Coupe,2006,550,149995,3.67
Acura,NSX,Coupe,2017,573,156000,3.67
Porsche,Panamera,Sedan,2015,520,141300,3.68
Porsche,Panamera,Sedan,2016,520,141300,3.68
Porsche,Panamera,Sedan,2016,310,84300,3.68
Mercedes-Benz,CL-Class,Coupe,2014,429,116600,3.68
Maserati,Quattroporte,Sedan,2017,404,109900,3.68
Maserati,Quattroporte,Sedan,2017,404,109900,3.68
Maserati,Quattroporte,Sedan,2017,404,109500,3.69
Mercedes-Benz,S-Class,Coupe,2016,449,121550,3.69
Porsche,911,Coupe,2016,350,94800,3.69
BMW,"6 Series",Convertible,2017,315,85100,3.7
Mercedes-Benz,CLK-Class,Coupe,2008,500,135000,3.7
Mercedes-Benz,E-Class,Sedan,2016,195,52650,3.7
Mercedes-Benz,E-Class,Sedan,2016,195,52650,3.7
BMW,"M4 GTS",Coupe,2016,493,133205,3.7
Audi,Q7,"4dr SUV",2014,240,64900,3.7
Maserati,Quattroporte,Sedan,2016,523,141500,3.7
"Land Rover","Range Rover","4dr SUV",2015,510,137995,3.7
Audi,R8,Coupe,2015,430,115900,3.71
"Alfa Romeo",4C,Convertible,2015,237,63900,3.71
BMW,"6 Series",Convertible,2016,315,84800,3.71
Cadillac,XLR,Convertible,2009,320,86215,3.71
Mercedes-Benz,CL-Class,Coupe,2013,429,115300,3.72
Maserati,Quattroporte,Sedan,2015,523,140500,3.72
"Land Rover","Range Rover","4dr SUV",2014,510,136750,3.73
"Land Rover","Range Rover","4dr SUV",2014,510,136750,3.73
Maserati,Quattroporte,Sedan,2016,404,107900,3.74
Audi,R8,Coupe,2014,430,114900,3.74
Mercedes-Benz,S-Class,Coupe,2015,449,119900,3.74
Audi,A3,Convertible,2016,170,45450,3.74
Honda,Civic,Sedan,2015,110,29390,3.74
Cadillac,XLR,Convertible,2008,320,85650,3.74
Lotus,Elise,Convertible,2011,217,57950,3.74
Porsche,Panamera,Sedan,2015,310,82800,3.74
Porsche,Panamera,Sedan,2016,310,82800,3.74
Cadillac,"Escalade Hybrid","4dr SUV",2011,332,88435,3.75
Lotus,Esprit,Coupe,2004,350,93225,3.75
Mercedes-Benz,CL-Class,Coupe,2012,429,114100,3.76
Mercedes-Benz,E-Class,Sedan,2015,195,51800,3.76
Mercedes-Benz,E-Class,Sedan,2015,195,51800,3.76
BMW,"6 Series",Convertible,2015,315,83600,3.77
Porsche,911,Coupe,2015,430,114200,3.77
Porsche,911,Coupe,2016,430,114200,3.77
Audi,A6,Sedan,2016,240,63700,3.77
Mercedes-Benz,GL-Class,"4dr SUV",2015,240,63600,3.77
Mercedes-Benz,GL-Class,"4dr SUV",2016,240,63600,3.77
Maserati,Quattroporte,Sedan,2015,404,106900,3.78
"Land Rover","Range Rover","4dr SUV",2015,340,89995,3.78
Mercedes-Benz,SL-Class,Convertible,2015,557,147300,3.78
Volkswagen,Touareg,"4dr SUV",2016,240,63245,3.79
BMW,"7 Series",Sedan,2015,535,141200,3.79
BMW,"7 Series",Sedan,2017,320,84500,3.79
Porsche,911,Coupe,2015,400,105630,3.79
Porsche,911,Coupe,2016,400,105630,3.79
BMW,"6 Series Gran Coupe",Sedan,2017,315,82800,3.8
Cadillac,XLR,Convertible,2007,320,84160,3.8
Mercedes-Benz,SL-Class,Convertible,2017,577,151350,3.81
Mercedes-Benz,GL-Class,"4dr SUV",2014,240,63000,3.81
Porsche,911,Coupe,2017,420,110300,3.81
BMW,"6 Series Gran Coupe",Sedan,2016,315,82500,3.82
"Land Rover","Range Rover Sport","4dr SUV",2016,254,66450,3.82
"Aston Martin","V8 Vantage",Convertible,2015,430,112700,3.82
Mercedes-Benz,"AMG GT",Coupe,2017,503,131200,3.83
Mercedes-Benz,GLE-Class,"4dr SUV",2016,201,52500,3.83
Cadillac,"Escalade Hybrid","4dr SUV",2013,332,86420,3.84
Acura,"ILX Hybrid",Sedan,2014,111,28900,3.84
"Land Rover","Range Rover Evoque","4dr SUV",2017,240,62500,3.84
Porsche,911,Coupe,2015,350,91030,3.84
Porsche,911,Coupe,2016,350,91030,3.84
Porsche,911,Coupe,2017,370,96300,3.84
Audi,A6,Sedan,2015,240,62500,3.84
Porsche,Cayenne,"4dr SUV",2016,240,62300,3.85
Lotus,Esprit,Coupe,2003,350,90825,3.85
Maserati,GranSport,Coupe,2006,401,104122,3.85
"Land Rover","Range Rover","4dr SUV",2014,340,88300,3.85
"Land Rover","Range Rover","4dr SUV",2014,340,88300,3.85
Mercedes-Benz,SL-Class,Convertible,2016,577,149700,3.85
Volkswagen,Touareg,"4dr SUV",2015,240,62200,3.86
Audi,A3,Convertible,2015,170,44050,3.86
Cadillac,"Escalade Hybrid","4dr SUV",2011,332,85935,3.86
Cadillac,"Escalade Hybrid","4dr SUV",2012,332,85845,3.87
Mercedes-Benz,SL-Class,Convertible,2016,329,85050,3.87
BMW,"6 Series Gran Coupe",Sedan,2015,315,81300,3.87
Mercedes-Benz,"AMG GT",Coupe,2016,503,129900,3.87
Porsche,Panamera,Sedan,2015,440,113400,3.88
Porsche,Panamera,Sedan,2016,440,113400,3.88
Porsche,Panamera,Sedan,2016,310,80000,3.88
BMW,"7 Series",Sedan,2015,315,81000,3.89
Porsche,Cayenne,"4dr SUV",2015,240,61700,3.89
Lotus,Esprit,Coupe,2002,350,89825,3.9
BMW,i3,"4dr Hatchback",2017,170,43600,3.9
Mercedes-Benz,R-Class,Wagon,2012,210,53840,3.9
Maserati,Quattroporte,Sedan,2017,404,103400,3.91
BMW,"6 Series",Coupe,2017,315,80600,3.91
Cadillac,XLR,Convertible,2008,320,81855,3.91
Mercedes-Benz,G-Class,"4dr SUV",2015,536,137100,3.91
BMW,"6 Series",Coupe,2016,315,80300,3.92
Mercedes-Benz,SL-Class,Convertible,2015,329,84000,3.92
BMW,"7 Series",Sedan,2017,320,81500,3.93
BMW,"7 Series",Sedan,2016,320,81300,3.94
Porsche,911,Coupe,2016,350,88800,3.94
Lotus,Evora,Coupe,2014,276,69980,3.94
"Aston Martin","V8 Vantage",Coupe,2016,430,109000,3.94
BMW,"6 Series Gran Coupe",Sedan,2017,315,79800,3.95
"Land Rover","Range Rover Evoque","4dr SUV",2016,240,60775,3.95
Lotus,Elise,Convertible,2011,217,54990,3.95
Lotus,Elise,Convertible,2009,218,54990,3.96
Lotus,Elise,Convertible,2010,218,54990,3.96
Cadillac,"Escalade Hybrid","4dr SUV",2013,332,83870,3.96
BMW,"6 Series Gran Coupe",Sedan,2016,315,79500,3.96
BMW,"ActiveHybrid 7",Sedan,2015,335,84300,3.97
Porsche,Panamera,Sedan,2015,310,78100,3.97
Porsche,Panamera,Sedan,2016,310,78100,3.97
Cadillac,XLR,Convertible,2007,320,80655,3.97
Cadillac,XLR,Convertible,2008,320,80650,3.97
Lexus,"LX 470","4dr SUV",2007,268,67395,3.98
BMW,"6 Series",Coupe,2015,315,79100,3.98
BMW,"ALPINA B7",Sedan,2014,540,135200,3.99
BMW,"ALPINA B7",Sedan,2015,540,135200,3.99
Cadillac,"Escalade Hybrid","4dr SUV",2012,332,83295,3.99
Mercedes-Benz,S-Class,Sedan,2017,577,144700,3.99
"Land Rover","Range Rover Evoque","4dr SUV",2015,240,60000,4
"Land Rover","Range Rover","4dr SUV",2016,340,84950,4
Audi,A3,Convertible,2017,186,46550,4
Lotus,Elise,Convertible,2009,189,47250,4
Lotus,Elise,Convertible,2010,189,47250,4
Nissan,GT-R,Coupe,2015,600,149990,4
Nissan,GT-R,Coupe,2016,600,149990,4
Lotus,Evora,Coupe,2014,276,68750,4.01
Maserati,GranSport,Convertible,2006,401,99900,4.01
BMW,i3,"4dr Hatchback",2015,170,42400,4.01
BMW,i3,"4dr Hatchback",2016,170,42400,4.01
BMW,i3,"4dr Hatchback",2017,170,42400,4.01
Audi,Q7,"4dr SUV",2015,240,59900,4.01
Honda,Civic,Sedan,2015,110,27435,4.01
Cadillac,CT6,Sedan,2016,335,83465,4.01
Cadillac,CT6,Sedan,2017,335,83495,4.01
BMW,"6 Series Gran Coupe",Sedan,2015,315,78300,4.02
Mercedes-Benz,G-Class,"4dr SUV",2016,563,139900,4.02
Maserati,GranSport,Coupe,2005,395,98172,4.02
Mercedes-Benz,SL-Class,Convertible,2015,429,106700,4.02
Toyota,Prius,"4dr Hatchback",2016,121,30000,4.03
Toyota,Prius,"4dr Hatchback",2017,121,30015,4.03
Mercedes-Benz,S-Class,Sedan,2016,577,143250,4.03
Audi,A6,Sedan,2016,240,59500,4.03
BMW,"7 Series",Sedan,2015,315,78000,4.04
Porsche,911,Coupe,2015,400,98900,4.04
Porsche,911,Coupe,2016,400,98900,4.04
Audi,A8,Sedan,2017,333,82500,4.04
Toyota,"Prius c","4dr Hatchback",2015,99,24475,4.04
Toyota,"Prius c","4dr Hatchback",2016,99,24495,4.04
Maserati,Quattroporte,Sedan,2016,404,99900,4.04
Lotus,Evora,Coupe,2013,276,68300,4.04
BMW,"3 Series",Wagon,2017,180,44450,4.05
Mercedes-Benz,SL-Class,Convertible,2017,449,110800,4.05
Mercedes-Benz,R-Class,Wagon,2011,210,51740,4.06
Maserati,GranSport,Coupe,2006,401,98872,4.06
BMW,"6 Series",Coupe,2017,315,77600,4.06
Porsche,911,Coupe,2017,420,103400,4.06
Audi,Q7,"4dr SUV",2014,240,58900,4.07
"Land Rover","Range Rover","4dr SUV",2015,340,83495,4.07
"Land Rover","Range Rover","4dr SUV",2014,340,83300,4.08
"Land Rover","Range Rover","4dr SUV",2014,340,83300,4.08
Mercedes-Benz,S-Class,Sedan,2015,577,141450,4.08
BMW,"3 Series",Wagon,2016,180,44150,4.08
BMW,"6 Series",Coupe,2016,315,77300,4.08
BMW,"ALPINA B7",Sedan,2014,540,132200,4.08
BMW,"ALPINA B7",Sedan,2015,540,132200,4.08
Lexus,"LX 470","4dr SUV",2006,275,67395,4.08
Cadillac,XLR,Convertible,2007,320,78335,4.09
FIAT,500,Convertible,2015,101,24700,4.09
Audi,A3,Sedan,2016,150,36700,4.09
Audi,A6,Sedan,2015,240,58700,4.09
Audi,A8,Sedan,2016,333,81500,4.09
Mercedes-Benz,"AMG GT",Coupe,2017,456,111200,4.1
Honda,Insight,"4dr Hatchback",2014,98,23915,4.1
Lexus,"LS 460",Sedan,2015,360,87500,4.11
BMW,"ALPINA B7",Sedan,2014,540,131300,4.11
BMW,"ALPINA B7",Sedan,2015,540,131300,4.11
Honda,Civic,Sedan,2015,110,26740,4.11
FIAT,500,Convertible,2016,101,24495,4.12
Honda,Insight,"4dr Hatchback",2013,98,23790,4.12
Honda,Insight,"4dr Hatchback",2013,98,23790,4.12
Lincoln,MKZ,Sedan,2016,188,45605,4.12
"Land Rover","Range Rover","4dr SUV",2015,510,123845,4.12
Mercedes-Benz,R-Class,Wagon,2010,210,50800,4.13
"Land Rover","Range Rover","4dr SUV",2016,380,91950,4.13
Lotus,Evora,Coupe,2013,276,66800,4.13
Lincoln,MKZ,Sedan,2015,188,45555,4.13
Honda,Insight,"4dr Hatchback",2012,98,23690,4.14
Honda,Insight,"4dr Hatchback",2012,98,23690,4.14
BMW,"3 Series",Wagon,2015,180,43450,4.14
BMW,"6 Series",Coupe,2015,315,76100,4.14
Porsche,911,Coupe,2017,370,89400,4.14
"Aston Martin","V8 Vantage",Coupe,2015,430,103900,4.14
Toyota,Prius,"4dr Hatchback",2017,121,29135,4.15
Porsche,911,Coupe,2015,350,84300,4.15
Porsche,911,Coupe,2016,350,84300,4.15
BMW,"ActiveHybrid 7",Sedan,2013,350,84300,4.15
BMW,"ActiveHybrid 7",Sedan,2014,350,84300,4.15
Lexus,"CT 200h","4dr Hatchback",2015,134,32200,4.16
"Aston Martin","V8 Vantage",Coupe,2016,430,103300,4.16
Audi,Q5,"4dr SUV",2016,240,57700,4.16
"Land Rover","Range Rover Evoque","Convertible SUV",2017,240,57700,4.16
Mercedes-Benz,SL-Class,Convertible,2016,449,108050,4.16
Mercedes-Benz,SL-Class,Convertible,2017,362,86950,4.16
"Land Rover","Range Rover Evoque","2dr SUV",2015,240,57600,4.17
Volkswagen,Phaeton,Sedan,2005,420,100800,4.17
Audi,A3,Sedan,2016,150,35900,4.18
Honda,Civic,Sedan,2015,110,26235,4.19
Toyota,"Prius Prime","4dr Hatchback",2017,121,28800,4.2
Lexus,"SC 430",Convertible,2010,288,68405,4.21
Maserati,Spyder,Convertible,2005,385,91415,4.21
BMW,"ALPINA B7",Sedan,2014,540,128300,4.21
BMW,"ALPINA B7",Sedan,2015,540,128300,4.21
Lotus,Evora,Coupe,2011,276,65500,4.21
BMW,X3,"4dr SUV",2017,180,42750,4.21
Toyota,Prius,"4dr Hatchback",2016,121,28650,4.22
Toyota,"Prius c","4dr Hatchback",2014,99,23360,4.24
"Land Rover","Range Rover Evoque","4dr SUV",2015,240,56600,4.24
Volkswagen,Touareg,"4dr SUV",2015,240,56670,4.24
BMW,X3,"4dr SUV",2016,180,42450,4.24
"Alfa Romeo",4C,Coupe,2016,237,55900,4.24
Audi,A3,Convertible,2016,170,40100,4.24
Honda,Civic,Sedan,2015,110,25935,4.24
Cadillac,XLR-V,Convertible,2009,443,104215,4.25
BMW,"3 Series",Sedan,2017,180,42250,4.26
BMW,"7 Series",Sedan,2015,315,74000,4.26
BMW,"5 Series",Sedan,2016,255,59650,4.27
Audi,A3,Sedan,2015,150,35150,4.27
Mercedes-Benz,"B-Class Electric Drive","4dr Hatchback",2015,177,41450,4.27
Mercedes-Benz,"B-Class Electric Drive","4dr Hatchback",2016,177,41450,4.27
Volkswagen,"Beetle Convertible",Convertible,2014,140,32755,4.27
Porsche,Panamera,Sedan,2015,420,98300,4.27
Porsche,Panamera,Sedan,2016,420,98300,4.27
Audi,A3,Sedan,2016,170,39750,4.28
Cadillac,CTS,Sedan,2016,268,62685,4.28
BMW,"5 Series",Sedan,2015,255,59400,4.29
Lexus,"CT 200h","4dr Hatchback",2016,134,31250,4.29
Lexus,"CT 200h","4dr Hatchback",2017,134,31250,4.29
BMW,X3,"4dr SUV",2015,180,42000,4.29
"Land Rover","Range Rover","4dr SUV",2015,510,118845,4.29
Cadillac,"Escalade ESV","4dr SUV",2017,420,97795,4.29
Lexus,"LX 570","4dr SUV",2017,383,89380,4.29
Lotus,Elise,Convertible,2009,189,43995,4.3
BMW,X5,"4dr SUV",2017,255,59300,4.3
BMW,"3 Series",Sedan,2016,180,41850,4.3
Toyota,Prius,"4dr Hatchback",2017,121,28115,4.3
"Land Rover","Range Rover","4dr SUV",2014,510,118605,4.3
Toyota,Prius,"4dr Hatchback",2016,121,28100,4.31
"Land Rover","Range Rover Evoque","4dr SUV",2015,240,55700,4.31
Lexus,"SC 430",Convertible,2009,288,66805,4.31
Cadillac,"Escalade Hybrid","4dr SUV",2013,332,76975,4.31
Lotus,Evora,Coupe,2011,276,64000,4.31
Lotus,Evora,Coupe,2014,345,79980,4.31
Lexus,"LX 570","4dr SUV",2016,383,88880,4.31
Buick,Encore,"4dr SUV",2017,138,31965,4.32
Audi,Q5,"4dr SUV",2016,240,55600,4.32
Toyota,"Prius v",Wagon,2015,134,30935,4.33
Toyota,"Prius v",Wagon,2016,134,30935,4.33
Toyota,"Prius v",Wagon,2017,134,30935,4.33
Cadillac,"Escalade Hybrid","4dr SUV",2011,332,76685,4.33
Audi,A3,Convertible,2016,170,39300,4.33
Lexus,"SC 430",Convertible,2008,288,66355,4.34
Maserati,Spyder,Convertible,2003,390,89622,4.35
Maserati,Spyder,Convertible,2004,390,89622,4.35
Cadillac,"Escalade Hybrid","4dr SUV",2012,332,76400,4.35
Lotus,"Evora 400",Coupe,2017,400,91900,4.35
Lotus,"Evora 400",Coupe,2017,400,91900,4.35
Lexus,"LS 460",Sedan,2017,359,82305,4.36
Audi,A6,Sedan,2015,220,50450,4.36
Audi,Q5,"4dr SUV",2015,240,55000,4.36
Volkswagen,Touareg,"4dr SUV",2016,240,54950,4.37
Lexus,"LS 460",Sedan,2015,360,82305,4.37
Lexus,"LS 460",Sedan,2016,360,82305,4.37
Volkswagen,Phaeton,Sedan,2005,420,96100,4.37
Lotus,Evora,Coupe,2014,345,78750,4.38
Volkswagen,Phaeton,Sedan,2006,444,101300,4.38
"Aston Martin","V8 Vantage",Coupe,2015,430,98200,4.38
Audi,A5,Convertible,2016,220,50200,4.38
BMW,"ALPINA B7",Sedan,2017,600,137000,4.38
Cadillac,CTS,Sedan,2015,272,62070,4.38
BMW,"3 Series",Sedan,2015,180,41000,4.39
Lotus,Evora,Coupe,2013,345,78600,4.39
"Alfa Romeo",4C,Coupe,2015,237,53900,4.4
Cadillac,XLR-V,Convertible,2008,443,100660,4.4
Buick,Encore,"4dr SUV",2016,138,31285,4.41
Cadillac,"Escalade ESV","4dr SUV",2017,420,95195,4.41
Maserati,Spyder,Convertible,2005,385,87252,4.41
Mercedes-Benz,E-Class,Sedan,2017,241,54650,4.41
Mercedes-Benz,E-Class,Sedan,2017,241,54650,4.41
Audi,allroad,Wagon,2015,220,49800,4.42
Porsche,Boxster,Convertible,2016,330,74600,4.42
Cadillac,CTS,Sedan,2016,268,60685,4.42
Cadillac,"Escalade ESV","4dr SUV",2016,420,94950,4.42
Honda,Insight,"4dr Hatchback",2014,98,22190,4.42
Volkswagen,Passat,Sedan,2015,150,33925,4.42
BMW,X5,"4dr SUV",2015,255,57700,4.42
BMW,X5,"4dr SUV",2016,255,57700,4.42
"Land Rover","Range Rover Sport","4dr SUV",2015,340,76875,4.42
"Land Rover","Range Rover Evoque","4dr SUV",2017,240,54200,4.43
Cadillac,"Escalade ESV","4dr SUV",2015,420,94875,4.43
Cadillac,Escalade,"4dr SUV",2017,420,94795,4.43
FIAT,500,Convertible,2015,101,22800,4.43
Audi,A3,Sedan,2015,170,38350,4.43
Maserati,Coupe,Coupe,2005,385,86877,4.43
Saab,9-3,Convertible,2009,210,47345,4.44
Audi,A7,Sedan,2015,310,69750,4.44
Mercedes-Benz,"B-Class Electric Drive","4dr Hatchback",2017,177,39900,4.44
Honda,Insight,"4dr Hatchback",2013,98,22065,4.44
Honda,Insight,"4dr Hatchback",2013,98,22065,4.44
Volkswagen,Phaeton,Sedan,2004,420,94600,4.44
BMW,"5 Series",Sedan,2016,255,57350,4.45
Honda,Civic,Sedan,2015,110,24735,4.45
Maserati,Coupe,Coupe,2006,390,87577,4.45
Audi,A3,Convertible,2015,170,38150,4.46
Porsche,Cayenne,"4dr SUV",2017,520,116500,4.46
Buick,Encore,"4dr SUV",2015,138,30935,4.46
Cadillac,"Escalade Hybrid","4dr SUV",2013,332,74425,4.46
Lexus,"GS 200t",Sedan,2017,241,53980,4.46
Honda,Insight,"4dr Hatchback",2012,98,21965,4.46
Honda,Insight,"4dr Hatchback",2012,98,21965,4.46
Toyota,"Prius Prime","4dr Hatchback",2017,121,27100,4.46
"Land Rover","Range Rover Evoque","4dr SUV",2016,240,53775,4.46
"Land Rover","Range Rover Evoque","2dr SUV",2016,240,53775,4.46
Toyota,Prius,"4dr Hatchback",2015,134,30005,4.47
Mazda,"Tribute Hybrid","4dr SUV",2008,133,29745,4.47
Lotus,Evora,Coupe,2013,345,77100,4.47
BMW,"3 Series",Sedan,2017,180,40250,4.47
BMW,"5 Series",Sedan,2015,255,57100,4.47
BMW,"6 Series",Convertible,2017,445,99500,4.47
Audi,A3,Convertible,2017,220,49250,4.47
Audi,allroad,Wagon,2014,220,49200,4.47
Cadillac,XLR-V,Convertible,2008,443,99160,4.47
Cadillac,"Escalade Hybrid","4dr SUV",2011,332,74135,4.48
Volkswagen,Phaeton,Sedan,2005,335,74600,4.49
Audi,Q7,"4dr SUV",2015,240,53400,4.49
BMW,"6 Series",Convertible,2016,445,99200,4.49
Volkswagen,"Beetle Convertible",Convertible,2014,140,31195,4.49
Porsche,Boxster,Convertible,2015,330,73500,4.49
Cadillac,"Escalade Hybrid","4dr SUV",2012,332,73850,4.5
Infiniti,QX80,"4dr SUV",2016,400,88850,4.5
Toyota,"Prius v",Wagon,2015,134,29695,4.51
Toyota,"Prius v",Wagon,2016,134,29695,4.51
Toyota,"Prius v",Wagon,2017,134,29695,4.51
Mercedes-Benz,S-Class,Sedan,2017,449,99600,4.51
Buick,Encore,"4dr SUV",2017,138,30565,4.51
Porsche,Panamera,Sedan,2015,420,93200,4.51
Porsche,Panamera,Sedan,2016,420,93200,4.51
Volkswagen,Phaeton,Sedan,2006,335,74350,4.51
Lexus,"GS 200t",Sedan,2016,241,53285,4.52
Toyota,"Land Cruiser","4dr SUV",2017,381,84325,4.52
BMW,"3 Series",Sedan,2016,180,39850,4.52
Audi,A3,Sedan,2016,150,33200,4.52
Porsche,Cayman,Coupe,2015,340,75200,4.52
Porsche,Cayman,Coupe,2016,340,75200,4.52
Lincoln,"Town Car",Sedan,2011,239,52895,4.52
Toyota,Prius,"4dr Hatchback",2017,121,26735,4.53
Audi,S8,Sedan,2015,520,114900,4.53
Audi,S8,Sedan,2016,520,114900,4.53
Buick,Encore,"4dr SUV",2017,138,30465,4.53
Audi,A5,Convertible,2017,220,48600,4.53
Porsche,Cayenne,"4dr SUV",2016,520,114700,4.53
Porsche,Cayenne,"4dr SUV",2017,440,97200,4.53
Cadillac,CTS,Sedan,2015,272,60070,4.53
Audi,A3,Convertible,2016,220,48450,4.54
Cadillac,CT6,Sedan,2016,265,58395,4.54
Cadillac,CT6,Sedan,2017,265,58395,4.54
Toyota,"Prius c","4dr Hatchback",2016,99,21785,4.54
Audi,Q7,"4dr SUV",2014,240,52900,4.54
Volkswagen,"Touareg 2","4dr SUV",2008,310,68340,4.54
Lincoln,"Town Car",Sedan,2010,239,52595,4.54
Lincoln,"Town Car",Sedan,2011,239,52670,4.54
Toyota,"Prius c","4dr Hatchback",2014,99,21765,4.55
Toyota,"Prius c","4dr Hatchback",2015,99,21765,4.55
Mercedes-Benz,S-Class,Sedan,2016,449,98650,4.55
BMW,"6 Series",Convertible,2015,445,97900,4.55
Audi,A3,Convertible,2017,186,40850,4.55
Audi,A6,Sedan,2015,220,48350,4.55
Cadillac,XLR-V,Convertible,2007,443,97460,4.55
Cadillac,XTS,Sedan,2016,304,66780,4.55
Cadillac,XTS,Sedan,2017,304,66795,4.55
Cadillac,"Escalade ESV","4dr SUV",2015,420,92275,4.55
Cadillac,"Escalade ESV","4dr SUV",2016,420,92350,4.55
Toyota,"Land Cruiser","4dr SUV",2016,381,83825,4.55
Cadillac,Escalade,"4dr SUV",2017,420,92195,4.56
BMW,"7 Series",Sedan,2017,445,97600,4.56
Mercedes-Benz,C-Class,Convertible,2017,241,52900,4.56
Maserati,Spyder,Convertible,2003,390,85542,4.56
Maserati,Spyder,Convertible,2004,390,85542,4.56
Mercedes-Benz,SLK-Class,Convertible,2015,201,43950,4.57
BMW,"5 Series",Sedan,2016,240,52500,4.57
BMW,"7 Series",Sedan,2016,445,97400,4.57
Cadillac,Escalade,"4dr SUV",2015,420,91875,4.57
Cadillac,Escalade,"4dr SUV",2016,420,91950,4.57
Lexus,"LS 460",Sedan,2015,386,84500,4.57
Porsche,Cayenne,"4dr SUV",2015,520,113600,4.58
Maserati,Coupe,Coupe,2004,390,85174,4.58
Saab,9-3,Convertible,2010,207,45080,4.59
Audi,A5,Convertible,2016,220,47900,4.59
"Land Rover",Defender,"2dr SUV",1997,182,39669,4.59
Mitsubishi,"Mirage G4",Sedan,2017,78,16995,4.59
Volkswagen,Touareg,"4dr SUV",2015,240,52245,4.59
